260	0.44	1487
261	0.48	1511
262	0.52	1407
263	0.56	1447
264	0.6	1575
265	0.64	2152
266	0.28	2421
267	0.28	2617
268	0.08	3650
269	0.08	2576
270	0.84	1120
271	0.88	1106
272	0.92	1146
273	0.96	1307
274	1	1271
275	0.04	1448
276	0.08	1521
277	0.12	1450
278	0.16	1538
279	0.2	1461
280	0.24	1316
281	0.28	1305
282	0.32	1384
283	0.36	2033
284	0.4	2358
285	0.44	2518
286	0.28	2747
287	0.08	2690
288	0.56	1240
289	0.6	1327
290	0.64	1219
291	0.68	1354
292	0.72	3226
293	0	3120
294	0.8	2269
295	0.84	2509
296	0	2344
297	0.92	2224
298	0.96	1857
299	1	1526
300	0.04	3304
301	0.08	4162
302	0.12	4746
303	0.16	6262
304	0.28	3928
305	0.08	2615
306	0.28	1200
307	0.32	1252
308	0.36	1399
309	0.4	1859
310	0.44	1617
311	0.48	1577
312	0.52	2274
313	0.56	1418
314	0	1187
315	0.64	1123
316	0	1126
317	0.72	1145
318	0.76	1335
319	0.8	1909
320	0.84	2352
321	0.28	3970
322	0.28	4023
323	0.08	2606
324	1	1223
325	0.04	1323
326	0.08	1512
327	0.12	1496
328	0.16	1544
329	0.2	1428
330	0.24	1397
331	0.28	1250
332	0	1507
333	0.36	1576
334	0.4	1751
335	0.44	2379
336	0.48	2200
337	0.52	3255
338	0.56	3321
339	0.28	3074
340	0.28	3908
341	0.68	2692
342	0.72	1335
343	0.76	1414
344	0.8	1522
345	0.84	1472
346	0.88	1377
347	0.92	1344
348	0.96	1271
349	1	1182
350	0	1154
351	0.08	1122
352	0.12	1105
353	0.16	1049
354	0.2	1308
355	0.24	1919
356	0.08	2473
357	0.28	4276
358	0.28	2956
359	0.08	2619
